Number,Name,Comments,State,Labels,Created,Closed,Url
18121,#18121_[BUG]_Display_and_Buttons_unresponsive_reprap_discount_full_graphic_smart_controller_LPC1768_MKS_SGE,10,closed,[],2020-05-26 16:28:34+00:00,2020-06-23 11:41:32+00:00,https://github.com/MarlinFirmware/Marlin/issues/18121
18122,#18122_[BUG]_error___class_CDCSerial__has_no_member_named__dropped__on_enable_SERIAL_STATS__,5,closed,[],2020-05-26 17:46:57+00:00,2020-06-04 12:28:07+00:00,https://github.com/MarlinFirmware/Marlin/issues/18122
18123,#18123_[FR]_Make_https___marlinfw_org_docs_configuration_configuration_html_readable,5,closed,[],2020-05-26 19:51:43+00:00,2020-06-20 23:00:46+00:00,https://github.com/MarlinFirmware/Marlin/issues/18123
18125,#18125_[FR]_G30_gives_no_feedback_when_out_of_the_MIN_PROBE_EDGE_range_,2,open,"['T: Feature Request', 'F: Z-Probes']",2020-05-26 20:33:41+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/18125
18126,#18126_[BUG]_TMC2130_whinnig_when_it_s_not_moving,6,closed,[],2020-05-26 22:48:06+00:00,2020-06-20 23:03:37+00:00,https://github.com/MarlinFirmware/Marlin/issues/18126
18127,#18127_[BUG]_bugfix-2_0_fails_to_compile_for_string-related_definitions_on_Linux_Arduino_for_32-bit_platfor,13,closed,[],2020-05-27 00:51:39+00:00,2020-05-28 04:34:09+00:00,https://github.com/MarlinFirmware/Marlin/issues/18127
18129,#18129_Support_for_TFT_and_touch_screen_-_need_feedback_and_testing,144,closed,"['PR: New Feature', 'C: LCD & Controllers']",2020-05-27 08:50:34+00:00,2020-11-04 18:12:07+00:00,https://github.com/MarlinFirmware/Marlin/issues/18129
18131,#18131_[FR]_meaningful_linear_advance_error_messages,3,open,"['T: Feature Request', 'F: Linear Advance']",2020-05-27 09:52:40+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/18131
18132,#18132_[BUG]_RADDS_v1_5_LCD_2004_Initialization_problem,24,closed,"['Bug: Potential ?', 'C: LCD & Controllers']",2020-05-27 10:18:14+00:00,2021-01-06 13:50:17+00:00,https://github.com/MarlinFirmware/Marlin/issues/18132
18133,#18133_[BUG]_M504_interferes_with_ST7565_SPI_LCD_and_causes_it_to_clear_on_BTT_v1_4,16,closed,['Bug: Confirmed !'],2020-05-27 12:57:46+00:00,2020-09-23 23:25:18+00:00,https://github.com/MarlinFirmware/Marlin/issues/18133
18134,#18134_[BUG]_enabling_BABYSTEP_XY_in_coreXY_machines_will_lead_to_compile_time_errors,10,closed,[],2020-05-27 22:56:15+00:00,2020-06-27 11:40:56+00:00,https://github.com/MarlinFirmware/Marlin/issues/18134
18135,#18135_UBL_G29_J_Fail,8,closed,[],2020-05-28 03:34:23+00:00,2020-05-29 15:41:06+00:00,https://github.com/MarlinFirmware/Marlin/issues/18135
18136,#18136_[BUG]_(Leveling_Fade_causes_gradual_increases_in_layer_height),4,closed,[],2020-05-28 04:26:19+00:00,2020-06-22 04:25:50+00:00,https://github.com/MarlinFirmware/Marlin/issues/18136
18137,#18137_[FR]_Improve_PWM_Performance_for_Magnetic_Heatbeds,1,open,['T: Feature Request'],2020-05-28 09:39:39+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/18137
18141,#18141_length_of_arc_is_calculated_incorrectly_in_G2_G3_motion,2,closed,[],2020-05-28 14:34:56+00:00,2020-06-20 22:40:50+00:00,https://github.com/MarlinFirmware/Marlin/issues/18141
18142,#18142_[BUG]_SINGLENOZZLE_M106_fan_control_without_SINGLENOZZLE_STANDBY_FAN,10,closed,[],2020-05-28 15:04:29+00:00,2020-09-15 20:31:01+00:00,https://github.com/MarlinFirmware/Marlin/issues/18142
18147,#18147_DISTINCT_E_FACTOR_caused_Build_error,4,closed,[],2020-05-29 10:53:51+00:00,2020-06-29 21:24:34+00:00,https://github.com/MarlinFirmware/Marlin/issues/18147
18151,#18151_[FR]_(PENDING_PULL_REQUEST_-_Update_EEPROM_with_MBL_active_state_[on_off]),8,closed,[],2020-05-29 17:08:16+00:00,2020-06-02 12:44:24+00:00,https://github.com/MarlinFirmware/Marlin/issues/18151
18152,#18152_[BUG]_Bilinear_leveling_moves_z_axis_only_half_of_the_required_step,38,closed,"['Bug: Potential ?', 'Needs: More Data', 'F: Calibration', 'stale-closing-soon']",2020-05-29 17:36:58+00:00,2020-08-19 01:22:43+00:00,https://github.com/MarlinFirmware/Marlin/issues/18152
18153,#18153_[BUG]_Inverted_extruder_on_second_print_after_power_on_and_stop,7,closed,[],2020-05-29 18:25:52+00:00,2020-05-31 12:28:47+00:00,https://github.com/MarlinFirmware/Marlin/issues/18153
18155,#18155_[BUG]_Buttons_in_print_menu_Anet_A8,6,closed,[],2020-05-30 00:44:57+00:00,2020-06-29 21:04:31+00:00,https://github.com/MarlinFirmware/Marlin/issues/18155
18156,#18156_HELP_ANET_ET4_DISPLAY_ST7789V_ADD_SUPPORT_SKR_1_3,5,closed,"['T: Feature Request', 'C: LCD & Controllers']",2020-05-30 06:02:09+00:00,2021-03-25 20:09:31+00:00,https://github.com/MarlinFirmware/Marlin/issues/18156
18157,#18157_[FR]_STM32_USB_CDC_+_MSC_Composite,20,open,"['T: Feature Request', 'A: STM32']",2020-05-30 08:40:30+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/18157
18158,#18158_[BUG]_#include_errors_detected,2,closed,[],2020-05-30 12:35:24+00:00,2020-06-20 22:15:20+00:00,https://github.com/MarlinFirmware/Marlin/issues/18158
18159,#18159_[FR]_Firmware_retract_and_z_lift_while_moving,9,open,['T: Feature Request'],2020-05-30 14:27:56+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/18159
18161,#18161_[BUG]Z_STEPPER_AUTO_ALIGN_wrong_direction,15,closed,[],2020-05-31 06:42:33+00:00,2020-06-03 16:43:50+00:00,https://github.com/MarlinFirmware/Marlin/issues/18161
18162,#18162_[BUG]_Anycubic_i3_Mega_BLTouch_3_1_original_not_deploying_on_home,12,closed,"['Bug: Confirmed !', 'stale-closing-soon']",2020-05-31 10:34:27+00:00,2020-08-05 01:22:43+00:00,https://github.com/MarlinFirmware/Marlin/issues/18162
18163,#18163_SD_Firmware_Update_issue_with_STM32103,42,closed,[],2020-05-31 16:03:10+00:00,2020-06-09 13:59:45+00:00,https://github.com/MarlinFirmware/Marlin/issues/18163
18164,"#18164_[BUG]_TMC2209_crashes_into_frame_if_using_low_HYBRID_THRESHOLD_value,_not_staying_in_stealthchop_whi",5,closed,['F: Trinamic'],2020-05-31 21:04:18+00:00,2020-06-29 21:02:20+00:00,https://github.com/MarlinFirmware/Marlin/issues/18164
18167,#18167_Starting_Print_With_SD_Card_Triggers_G26_Heating_Nozzle_Instead,6,closed,[],2020-06-01 02:10:55+00:00,2020-06-23 11:26:18+00:00,https://github.com/MarlinFirmware/Marlin/issues/18167
18168,"#18168_[BUG]_Ender_5_Pro,_Auto_home_&_prints_off_center_(10mm_low),_possible_culprit_for_ABL_issues",4,closed,[],2020-06-01 02:31:08+00:00,2020-06-03 18:46:03+00:00,https://github.com/MarlinFirmware/Marlin/issues/18168
18169,#18169_[BUG]_Spindle_Speed_Percentage_onscreen_incorrect_when_max_speed_is_over_255,24,closed,[],2020-06-01 07:09:59+00:00,2020-06-20 23:20:21+00:00,https://github.com/MarlinFirmware/Marlin/issues/18169
18170,#18170_Dual_Extruder_30_purges_backwards_in_Start_Gcode,4,closed,[],2020-06-01 18:18:53+00:00,2020-06-21 01:02:34+00:00,https://github.com/MarlinFirmware/Marlin/issues/18170
18171,#18171_Marlin_with_SKR_GTR_not_compiling,5,closed,[],2020-06-01 18:22:18+00:00,2020-06-08 19:38:41+00:00,https://github.com/MarlinFirmware/Marlin/issues/18171
18172,#18172_[Q]_DEFAULT_AXIS_STEPS_PER_UNIT_has_too_many_elements_,4,closed,[],2020-06-01 21:01:29+00:00,2020-06-23 11:28:19+00:00,https://github.com/MarlinFirmware/Marlin/issues/18172
18173,#18173_[FR]_Setting_EXTRUDERS_to_0_should_remove_the__Preheat_PLA_ABS_Conf__from_LCD_Advanced_menu,4,closed,['C: LCD & Controllers'],2020-06-01 21:22:15+00:00,2020-06-26 11:06:59+00:00,https://github.com/MarlinFirmware/Marlin/issues/18173
18174,#18174_[BUG]_UBL_Fine_Tune_Screen_Not_Displayed_Correctly,37,closed,[],2020-06-01 21:22:28+00:00,2020-07-03 23:24:41+00:00,https://github.com/MarlinFirmware/Marlin/issues/18174
18180,#18180_[BUG]_MKS_MINI_12864_+_SKR_1_3_-_all_black_pixels_from_time_to_time_,16,closed,"['Bug: Confirmed !', 'C: LCD & Controllers', 'stale-closing-soon']",2020-06-02 11:25:56+00:00,2020-11-18 01:31:39+00:00,https://github.com/MarlinFirmware/Marlin/issues/18180
18181,#18181_If_you_change_micro_stepping_from_16_to_32_all_the_stepper_motors_run_reverse_and_will_not_home,3,closed,[],2020-06-02 22:36:30+00:00,2020-06-23 21:22:02+00:00,https://github.com/MarlinFirmware/Marlin/issues/18181
18182,#18182_Selectng_Improve_Homing_Reliability_disables_all_steppers,2,closed,[],2020-06-02 22:42:09+00:00,2020-06-29 21:26:54+00:00,https://github.com/MarlinFirmware/Marlin/issues/18182
18183,#18183_[BUG]_G34_probing_fails_and_ignores_Z_STEPPER_ALIGN_XY_Values,1,closed,[],2020-06-03 00:09:32+00:00,2020-06-03 00:13:38+00:00,https://github.com/MarlinFirmware/Marlin/issues/18183
18186,#18186_[BUG]_Calculation_of_junction_cos_theta_in_JD_returns_inaccurate_results,5,closed,[],2020-06-03 11:44:09+00:00,2020-06-05 12:10:57+00:00,https://github.com/MarlinFirmware/Marlin/issues/18186
18191,#18191_[BUG]_G-code_M25_does_not_work,74,closed,"['C: Documentation', 'Needs: Documentation']",2020-06-03 18:04:37+00:00,2020-10-18 22:26:13+00:00,https://github.com/MarlinFirmware/Marlin/issues/18191
18192,#18192_[BUG]_POWER_LOSS_RECOVERY,16,closed,"['Bug: Potential ?', 'F: Print Recovery']",2020-06-03 18:54:31+00:00,2020-07-10 06:11:08+00:00,https://github.com/MarlinFirmware/Marlin/issues/18192
18193,#18193_While_Calibration_of_the_Lin_ADVANCE_E-Motor__stops_at_2__and_following_lines,7,closed,[],2020-06-03 18:56:24+00:00,2020-06-04 15:51:03+00:00,https://github.com/MarlinFirmware/Marlin/issues/18193
18196,#18196_[FR]_option_to_disable_stepper_Auto-Assignment,3,closed,"['T: Feature Request', 'S: Solved']",2020-06-04 00:12:04+00:00,2020-07-15 08:18:31+00:00,https://github.com/MarlinFirmware/Marlin/issues/18196
18197,"#18197_[BUG]_ubl_not_work,_deep_check_result",7,closed,[],2020-06-04 08:54:26+00:00,2020-06-29 21:25:13+00:00,https://github.com/MarlinFirmware/Marlin/issues/18197
18198,"#18198_[BUG]_(short_description)_marlin,_ramps,tmc2208",2,closed,[],2020-06-04 11:47:50+00:00,2020-06-10 23:39:00+00:00,https://github.com/MarlinFirmware/Marlin/issues/18198
18199,#18199_[BUG]_M122_results_in_TMC_connection_error,3,closed,"['F: Trinamic', 'A: STM32', 'stale-closing-soon']",2020-06-04 13:56:48+00:00,2020-08-08 01:22:35+00:00,https://github.com/MarlinFirmware/Marlin/issues/18199
18200,#18200_[FR]_Errors_should_appear_on_both_serial_ports_,1,open,"['T: Feature Request', 'Needs: Discussion']",2020-06-04 16:46:57+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/18200
18203,#18203_[FR]_Get_SPEAKER_working_on_SKR_Mini_E3_boards,13,closed,"['T: Feature Request', 'T: HAL & APIs', 'A: STM32']",2020-06-05 05:20:21+00:00,2021-06-05 05:48:56+00:00,https://github.com/MarlinFirmware/Marlin/issues/18203
18204,#18204_Power_Loss_Recovery,1,closed,[],2020-06-05 06:25:36+00:00,2020-06-19 07:24:58+00:00,https://github.com/MarlinFirmware/Marlin/issues/18204
18205,#18205_[BUG]_Turn_off_automatic_return_from_the_menu_to_the_status_screen,5,closed,[],2020-06-05 12:14:36+00:00,2020-06-05 14:58:40+00:00,https://github.com/MarlinFirmware/Marlin/issues/18205
18206,#18206_[BUG]_SKR_1_4_Turbo_+_TMC2209_Enable_not_working,3,closed,[],2020-06-05 15:02:01+00:00,2020-06-08 09:59:09+00:00,https://github.com/MarlinFirmware/Marlin/issues/18206
18207,#18207_[BUG]_LEVEL_CORNERS_bed_leveling_causes_axis_crashing,16,closed,"['Bug: Confirmed !', 'stale-closing-soon']",2020-06-05 18:01:07+00:00,2020-08-29 01:22:44+00:00,https://github.com/MarlinFirmware/Marlin/issues/18207
18208,#18208_[BUG]_3D-Touch_probe_does_not_deploy_only_on_G29,5,closed,[],2020-06-05 18:12:36+00:00,2020-06-29 21:09:46+00:00,https://github.com/MarlinFirmware/Marlin/issues/18208
18209,#18209_[BUG]__FILAMENT_RUNOUT_SCRIPT_M600__does_not_send_host_action_commands_after_filament_runout,7,closed,['stale-closing-soon'],2020-06-05 19:32:03+00:00,2020-08-20 01:22:59+00:00,https://github.com/MarlinFirmware/Marlin/issues/18209
18212,#18212_[BUG]_No_homing_of_y-axis_against_ymin,71,closed,"['Bug: Confirmed !', 'K: Core / H-Bot']",2020-06-06 08:44:37+00:00,2020-07-05 06:37:39+00:00,https://github.com/MarlinFirmware/Marlin/issues/18212
18213,#18213_[BUG]_temps_10c_lower_then_setpoint,3,closed,[],2020-06-06 13:07:46+00:00,2020-06-06 23:59:23+00:00,https://github.com/MarlinFirmware/Marlin/issues/18213
18214,#18214_SD_card_issues_with_ReARM_RAMPS_1_4_with_RepRap_Full_Graphics_display,3,closed,[],2020-06-06 13:09:48+00:00,2020-06-23 12:03:59+00:00,https://github.com/MarlinFirmware/Marlin/issues/18214
18216,#18216_[BUG]_Babystepping_menu_is_lost_if_G29_in_start_gcode,9,closed,[],2020-06-06 21:36:22+00:00,2020-06-23 12:11:26+00:00,https://github.com/MarlinFirmware/Marlin/issues/18216
18217,"#18217_[BUG]_MKS_Robin_Nano_Pins,_ONBOARD_SD_CS_PIN",3,closed,[],2020-06-07 02:55:13+00:00,2020-06-18 14:58:09+00:00,https://github.com/MarlinFirmware/Marlin/issues/18217
18218,"#18218_[BUG]_(Autostart_sd___files_auto0_g,_auto1_g)",2,closed,[],2020-06-07 06:38:17+00:00,2020-06-21 00:32:59+00:00,https://github.com/MarlinFirmware/Marlin/issues/18218
18220,#18220_[QUESTION]_CONTROLLER_FAN_Is_not_defined_anywhere___,4,closed,[],2020-06-07 08:29:45+00:00,2020-06-07 15:36:14+00:00,https://github.com/MarlinFirmware/Marlin/issues/18220
18225,#18225_HELP!_Need_help_with_marlin_code_to_hook_up_REPRAP_discount_full_graphic_smart_controller_to_stock_E,27,closed,[],2020-06-08 07:37:59+00:00,2020-06-10 13:52:16+00:00,https://github.com/MarlinFirmware/Marlin/issues/18225
18226,#18226_[BUG]_STM32F1_watchdog_is_not_enabled__Boards_freeze_with_heaters_on_,33,closed,"['C: Safety', 'A: STM32']",2020-06-08 09:13:34+00:00,2020-10-13 03:42:01+00:00,https://github.com/MarlinFirmware/Marlin/issues/18226
18227,#18227_[BUG]_Can_t_move_probe_down_during_temperature_probe___PINDA_v2_calibration_using_G76,7,closed,[],2020-06-08 09:34:29+00:00,2020-06-21 11:10:57+00:00,https://github.com/MarlinFirmware/Marlin/issues/18227
18229,#18229_[BUG]_EEPROM_Index_Error;_Initialize_(Reset)_does_not_fix,5,closed,[],2020-06-08 15:47:36+00:00,2020-06-09 00:54:48+00:00,https://github.com/MarlinFirmware/Marlin/issues/18229
18231,#18231_[FR]_Secondary_Serial_Output_for_LCD_Display,3,closed,['T: Feature Request'],2020-06-08 16:54:11+00:00,2020-07-11 03:55:33+00:00,https://github.com/MarlinFirmware/Marlin/issues/18231
18232,#18232_[BUG]_MAXTEMP__Bed_error,10,closed,[],2020-06-08 17:49:04+00:00,2020-06-23 12:04:16+00:00,https://github.com/MarlinFirmware/Marlin/issues/18232
18233,#18233_Unable_to_pause_or_stop_print_from_LCD_when_printing_tethered_(with_octoprint),3,closed,[],2020-06-08 18:20:34+00:00,2020-06-09 21:38:08+00:00,https://github.com/MarlinFirmware/Marlin/issues/18233
18235,#18235_[BUG]_Y_Axis_not_homing_on_core_XY,3,closed,[],2020-06-08 20:02:50+00:00,2020-06-17 16:03:31+00:00,https://github.com/MarlinFirmware/Marlin/issues/18235
18236,#18236_[BUG]_Anycubic_Kossel_Delta_Plus_Provided_Example_fails_to_compile,8,closed,[],2020-06-08 20:54:27+00:00,2020-06-09 17:18:27+00:00,https://github.com/MarlinFirmware/Marlin/issues/18236
18238,#18238_[BUG]_miniVIKI_display_won_t_compile_with_RUMBA_board,9,closed,[],2020-06-09 00:18:31+00:00,2020-06-17 17:24:21+00:00,https://github.com/MarlinFirmware/Marlin/issues/18238
18240,#18240_[BUG]_EXTUI_(Malyan_LCD)_not_working_on_board_with_LPC1768_69,18,closed,[],2020-06-09 09:45:18+00:00,2020-06-23 12:07:09+00:00,https://github.com/MarlinFirmware/Marlin/issues/18240
18241,#18241_Enhancement_To_Z_Steppers_Auto-Alignment,10,open,"['T: Feature Request', 'F: Calibration']",2020-06-09 10:52:18+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/18241
18244,#18244_(Did_you_forget_to_enable_DISTINCT_E_FACTORS_)[BUG]_(short_description),5,closed,[],2020-06-09 19:20:09+00:00,2020-06-10 04:26:15+00:00,https://github.com/MarlinFirmware/Marlin/issues/18244
18247,#18247_Add_M114_polling_to_M155_command_function,3,closed,"['T: Feature Request', 'C: Hosts & Protocols']",2020-06-10 07:37:07+00:00,2021-05-15 20:14:59+00:00,https://github.com/MarlinFirmware/Marlin/issues/18247
18248,#18248_EEPROM_Index_error_on_Marlin-bugfix-2_0_x_dated_08062020,3,closed,[],2020-06-10 09:37:01+00:00,2020-06-10 11:38:12+00:00,https://github.com/MarlinFirmware/Marlin/issues/18248
18252,"#18252_No_normal_Print_(X,Y_Movement)_after_Babystep_(Z)_using_and_aborted_printing",4,closed,[],2020-06-10 16:46:29+00:00,2020-06-21 00:38:18+00:00,https://github.com/MarlinFirmware/Marlin/issues/18252
18254,#18254_Z_not_holding_after_probing,5,closed,[],2020-06-10 21:17:09+00:00,2020-06-23 11:10:05+00:00,https://github.com/MarlinFirmware/Marlin/issues/18254
18257,#18257_[BUG]_Error_compiling_Bugfix-2_0_x,4,closed,[],2020-06-11 07:57:22+00:00,2020-06-27 00:30:30+00:00,https://github.com/MarlinFirmware/Marlin/issues/18257
18258,#18258_[BUG]_Compilation_error_on_STM32F1_(Robin_Nano)_with_VOLUMETRIC_EXTRUDER_LIMIT_enabled,3,closed,[],2020-06-11 09:08:27+00:00,2020-06-11 19:43:00+00:00,https://github.com/MarlinFirmware/Marlin/issues/18258
18259,#18259_[BUG]_Wrong_DOGM_touch_button_Y_position_on_MKS_Robin_Nano_with_3_5__display,2,closed,[],2020-06-11 10:14:35+00:00,2020-06-11 11:40:32+00:00,https://github.com/MarlinFirmware/Marlin/issues/18259
18260,#18260_[BUG]_inconsistent_walls_in_marlin_2_x_bugfix,21,closed,[],2020-06-11 16:54:24+00:00,2020-06-21 16:12:44+00:00,https://github.com/MarlinFirmware/Marlin/issues/18260
18261,#18261_Using_Latest_Marlin_2_0_5_3_with_power_loss_recovery_does_not_function_at_all_,5,closed,[],2020-06-11 17:12:58+00:00,2020-06-30 06:08:57+00:00,https://github.com/MarlinFirmware/Marlin/issues/18261
18269,#18269_[BUG]_LCD_Chinese_character_half_display_at_edge,8,closed,[],2020-06-12 09:22:34+00:00,2020-06-16 00:21:26+00:00,https://github.com/MarlinFirmware/Marlin/issues/18269
18270,#18270_[BUG]_Bilinear_leveling_disables_set_grid_size_with_G29_P_,9,closed,[],2020-06-12 11:03:03+00:00,2020-07-04 10:37:25+00:00,https://github.com/MarlinFirmware/Marlin/issues/18270
18272,#18272_repo_tag_1_1_9_is_wrong_,7,closed,[],2020-06-12 13:40:04+00:00,2020-06-21 00:40:45+00:00,https://github.com/MarlinFirmware/Marlin/issues/18272
18274,#18274_[BUG]_three_extruders_show_in_motion___move_axis_for_a_dual_extruder_flashforge_creator_pro,3,closed,"['C: LCD & Controllers', 'Bug? Feature!']",2020-06-12 15:19:13+00:00,2020-06-24 20:01:51+00:00,https://github.com/MarlinFirmware/Marlin/issues/18274
18275,#18275_1_1_9_1_release_did_not_update_Version_h,3,closed,[],2020-06-12 15:19:43+00:00,2020-06-21 00:40:32+00:00,https://github.com/MarlinFirmware/Marlin/issues/18275
18277,#18277_[BUG]_TMC_connection_Error_while_M122_return_all_OK,16,closed,"['F: Trinamic', 'stale-closing-soon']",2020-06-12 16:57:33+00:00,2020-10-20 01:47:53+00:00,https://github.com/MarlinFirmware/Marlin/issues/18277
18278,#18278_[BUG]_Heater_ID__bed_-_Printer_halted_,6,closed,[],2020-06-12 19:17:05+00:00,2020-06-21 05:49:43+00:00,https://github.com/MarlinFirmware/Marlin/issues/18278
18280,#18280_[BUG]_Missing_thermistor_ID_s_in_thermistornames_h,1,closed,[],2020-06-12 21:32:54+00:00,2020-06-16 10:36:33+00:00,https://github.com/MarlinFirmware/Marlin/issues/18280
18284,#18284_[BUG]_Y_axis_only_moving_25%_of_what_it_should,12,closed,[],2020-06-13 01:33:36+00:00,2020-06-14 19:31:59+00:00,https://github.com/MarlinFirmware/Marlin/issues/18284
18285,#18285_[BUG]_Broken_Discord_Invitation_link,4,closed,[],2020-06-13 01:37:11+00:00,2020-06-15 08:40:29+00:00,https://github.com/MarlinFirmware/Marlin/issues/18285
18286,#18286_[BUG]_TMC2209_with_LDO_0_9_VERY_noisy_resonant_vibratory,136,closed,"['F: Trinamic', 'stale-closing-soon']",2020-06-13 03:47:17+00:00,2021-05-16 02:38:03+00:00,https://github.com/MarlinFirmware/Marlin/issues/18286
18287,#18287_SKR_1_4_Turbo_Dual_Cooling_Fan,5,closed,[],2020-06-13 11:39:02+00:00,2020-06-23 12:08:18+00:00,https://github.com/MarlinFirmware/Marlin/issues/18287
18288,"#18288_Marlin_2_0_5_3_compilation_error,_SKR_Pro_board",13,closed,[],2020-06-13 12:23:00+00:00,2020-06-16 18:48:01+00:00,https://github.com/MarlinFirmware/Marlin/issues/18288
18291,#18291_[BUG]_Temperature_setpoints_cannot_be_adjusted_on_the_LCD_after_printing_from_Octoprint,4,closed,[],2020-06-13 20:06:11+00:00,2020-06-29 21:10:22+00:00,https://github.com/MarlinFirmware/Marlin/issues/18291
18295,#18295_[FR]_Hotend_Cooling_Fan_Curve_,10,open,['T: Feature Request'],2020-06-14 14:32:04+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/18295
18297,#18297_[BUG]_USB_device_not_recognised_when_plugging_in_temperature_sensors,1,closed,[],2020-06-14 17:52:48+00:00,2020-06-18 07:40:34+00:00,https://github.com/MarlinFirmware/Marlin/issues/18297
18298,#18298_No_Output_on_Fan0_for_Part_Cooling,4,closed,[],2020-06-14 18:34:44+00:00,2020-06-21 06:12:50+00:00,https://github.com/MarlinFirmware/Marlin/issues/18298
18300,#18300_#error__ADVANCED_PAUSE_FEATURE_requires_NOZZLE_PARK_FEATURE__,7,closed,[],2020-06-14 21:08:09+00:00,2020-06-14 21:36:22+00:00,https://github.com/MarlinFirmware/Marlin/issues/18300
18301,#18301_Skr_1_3_BLTouch_3_1_printer_shutdown_on_second_probe_(change_probe_pin),3,closed,[],2020-06-14 21:36:29+00:00,2020-06-21 01:49:52+00:00,https://github.com/MarlinFirmware/Marlin/issues/18301
18304,#18304_BLtouch_missing_bed_on_Y_axis_on_Creality_CR-10_S,4,closed,[],2020-06-15 00:14:00+00:00,2020-06-16 12:01:57+00:00,https://github.com/MarlinFirmware/Marlin/issues/18304
18305,#18305_[FR]_Automatic_Nozzle_Tool_Offset_Sensing_Function,4,open,['T: Feature Request'],2020-06-15 01:10:17+00:00,Not yet closed,https://github.com/MarlinFirmware/Marlin/issues/18305
18306,#18306_[BUG]U8GLIB_SSD1306_error,9,closed,"['Fix Included', 'stale-closing-soon']",2020-06-15 04:49:24+00:00,2020-07-29 01:34:54+00:00,https://github.com/MarlinFirmware/Marlin/issues/18306
18307,#18307_power_loss_recovery_no_option_to_resume,13,closed,[],2020-06-15 07:16:23+00:00,2020-06-15 11:41:06+00:00,https://github.com/MarlinFirmware/Marlin/issues/18307
18308,#18308_LCD_temperatures_fluctuate_wildly_for_bed_and_nozzle_when_inserting_or_removing_LCD_SD_card,6,closed,[],2020-06-15 08:53:10+00:00,2020-06-21 10:01:49+00:00,https://github.com/MarlinFirmware/Marlin/issues/18308
18309,#18309_Disabling_the_nozzle_heating_and_extruder,9,closed,[],2020-06-15 11:45:30+00:00,2020-06-23 12:24:49+00:00,https://github.com/MarlinFirmware/Marlin/issues/18309
18313,#18313_[BUG]_(bugfix_2_0_x_LPC1769_USB_FLASH_DRIVE_SUPPORT_compilation_error),9,closed,['Bug: Confirmed !'],2020-06-15 16:12:21+00:00,2020-07-10 04:12:44+00:00,https://github.com/MarlinFirmware/Marlin/issues/18313
18315,"#18315_[BUG]_Printer_+_Screen_freeze_mid_print,_heaters_on",45,closed,"['A: STM32', 'stale-closing-soon']",2020-06-15 19:42:26+00:00,2020-08-08 01:22:34+00:00,https://github.com/MarlinFirmware/Marlin/issues/18315
18318,#18318_Will_not_compile_with_out_errors_like_a_lot_of_them,20,closed,[],2020-06-15 23:20:37+00:00,2020-06-20 20:44:30+00:00,https://github.com/MarlinFirmware/Marlin/issues/18318
18319,#18319_A8_Clone_running_Marlin_2_0_5_3_Auto_bed_leveling_bad_corrections_,31,closed,['stale-closing-soon'],2020-06-16 03:25:49+00:00,2020-08-24 01:22:40+00:00,https://github.com/MarlinFirmware/Marlin/issues/18319
18321,#18321_[BUG]_12864_based_screens_font_moved_up_2_pixels_after_#18294,2,closed,[],2020-06-16 04:24:29+00:00,2020-06-16 07:18:09+00:00,https://github.com/MarlinFirmware/Marlin/issues/18321
18323,#18323_[BUG]_Unstable_MKS_MINI_12864_with_MKS_Robin_E3,12,closed,[],2020-06-16 08:26:11+00:00,2020-07-04 02:55:43+00:00,https://github.com/MarlinFirmware/Marlin/issues/18323
18325,#18325_Enabling_the_probe_port_on_the_SKR_V1_4_Turbo,8,closed,[],2020-06-16 10:18:46+00:00,2020-06-21 05:42:51+00:00,https://github.com/MarlinFirmware/Marlin/issues/18325
18328,#18328_[FR]_add_TMC_2226_to_Marlin_drivers,22,closed,"['T: Feature Request', 'F: Trinamic']",2020-06-16 21:44:12+00:00,2020-11-06 06:00:38+00:00,https://github.com/MarlinFirmware/Marlin/issues/18328
18329,#18329_[BUG]_M43_shows_no_report_names_on_any_analog_pins,2,closed,[],2020-06-16 21:50:53+00:00,2020-06-18 02:46:30+00:00,https://github.com/MarlinFirmware/Marlin/issues/18329
18330,#18330_Babystep_XY_not_functioning_properly_on_Core_XY_printer,2,closed,[],2020-06-16 23:22:26+00:00,2020-06-18 20:29:05+00:00,https://github.com/MarlinFirmware/Marlin/issues/18330
18332,"#18332_Continue_after_Power-Loss,_gantry_drop,_steppers_not_locking,_print_resumes_at_lower_height",2,closed,[],2020-06-17 02:33:15+00:00,2020-06-21 00:53:28+00:00,https://github.com/MarlinFirmware/Marlin/issues/18332
18333,#18333_Issue_compiling_when_enabling_Neopixel_#define_NEOPIXEL_LED,7,closed,[],2020-06-17 05:12:48+00:00,2020-06-17 19:14:43+00:00,https://github.com/MarlinFirmware/Marlin/issues/18333
18336,"#18336_(SerialException)__Write_timeout_when_M104,_M140,_M303",3,closed,[],2020-06-17 09:09:44+00:00,2020-06-23 12:41:58+00:00,https://github.com/MarlinFirmware/Marlin/issues/18336
